id,period,publication_date,prior_target,advance,scope,resistance,difficulty_score,category,framing_year,solution_year,age_decades,provisional,description,anchor_claim,prior_rationale,advance_rationale,scope_rationale,resistance_rationale,age_rationale,coding_confidence,challenge_policy_version,challenge_audit_status
111,2026-08,2026-08-02,1,2,1,1,5,Superhuman,1964,2026,6.2,0,"ehrhart volume equality case. every extremal convex body is classified as a unimodular image of the centered simplex. the result was generated with gpt-5.6 sol, claude fable 5, and danus with essential human strategic input, and was human-verified.","Every full-dimensional compact convex body in R^n whose barycenter is its unique interior lattice point and whose volume is (n+1)^n/n! is a unimodular image of (n+1)Delta_n-(1,...,1).",Ehrhart's 1964 volume conjecture specified the sharp bound and centered-simplex extremizers; the equality classification remained after the inequality was proved.,The theorem classifies all equality cases in every dimension and completes this remaining part of the conjectural extremal statement.,The classification is uniform in dimension and covers every convex body satisfying the stated hypotheses.,"Ehrhart's dimension-two and simplex cases, Nill and Paffenholz's restricted equality classification, and later equality programs provide multiple independent substantive approaches to the same general target.","The 1964 extremal conjecture was completed in 2026, an elapsed 62 years or 6.2 decades, satisfying the legacy duration override.",high,0.1.0,pending_v1_audit
112,2026-08,2026-08-02,0,1,1,0,2,Expected,,2026,"",0,uniform gromov-hausdorff sphere gap. chatgpt combined stability and width results to prove delta_n at least c/(1+log(n+1))^2 for large n. the main uniform positive-gap problem remains open; model version and verification status were not surfaced.,"For all sufficiently large n, the Gromov-Hausdorff distance from S^n to every finite homogeneous metric space is at least c/(1+log(n+1))^2.",The paper itself formulates the uniform sphere-approximation problem; the source pack does not establish a predating exact target for the new polylogarithmic rate.,The theorem supplies a new dimension-uniform quantitative lower bound but does not prove a positive constant independent of n.,The lower bound holds for every sufficiently large dimension and every finite homogeneous approximant.,The source combines several known ingredients but does not document two independent prior attempts at the exact quantitative rate.,"A precise dated framing for this quantitative lower-bound target was not established from the current source pack, so no duration override is applied.",high,0.1.0,pending_v1_audit
113,2026-08,2026-08-03,1,2,1,0,4,Difficult,2022,2026,0.4,0,"sparse lattice eigenfunctions. codex gpt-5.6 sol ultra proofs remove a logarithmic support loss, improve high-dimensional support exponents, and give sharp constructions and zariski bounds; the author checked all proofs.","Every real harmonic function on Z^d with u(0) nonzero has support at least (10^-10/d)n^2 in Q_n, with sharp quadratic order in dimension three, together with stronger high-dimensional and algebraic support results.",Li and Zhang's 2022 support estimate with a logarithmic loss and Krymskii's later dimension bound provide explicit published frontiers.,"The paper removes the logarithmic loss and proves the sharp quadratic support-growth exponent in dimension three, alongside improved higher-dimensional and sharp Zariski-dimension results.","The main lower bound holds for every d at least three and every radius n, with further asymptotic high-dimensional statements.",The cited frontier papers establish prior work but do not by themselves meet the two-independent-attempt rule for one exact packaged claim.,"The earliest explicit bundled frontier used here is from 2022, four years or 0.4 decades before the 2026 result.",high,0.1.0,pending_v1_audit
114,2026-08,2026-08-03,1,2,1,0,4,Superhuman,2013,2026,1.3,0,"product-structure conjectures in extremal graph theory. gpt-5.6 sol found a finite forbidden-family counterexample with superlinear surplus and extremal graphs having connected complement, disproving two conjectures.","There is a fixed finite family L with p(L)=2 for which ex(n,L)>t_2(n)+c n^(3/2) for all sufficiently large n, yet an L-extremal graph can have connected complement.","Furedi and Simonovits recorded the Product Conjecture in a 2013 source, while the companion product-structure conjecture has an older published formulation.","The same explicit obstruction family completely disproves both universal conjectures, while leaving the separately stated weak product conjecture open.","The counterexample yields asymptotic statements for every sufficiently large graph order, not an isolated finite instance.",The primary source documents the conjectural line but not two independent pre-solution attempts at the exact two-conjecture package.,The latest precise anchor in the bounded package dates to 2013; its 2026 disproof gives an elapsed 13 years or 1.3 decades and satisfies the legacy duration override.,high,0.1.0,pending_v1_audit
115,2026-08,2026-08-03,1,2,0,1,4,Superhuman,1982,2026,4.4,0,independent connes rigidity counterexample. two explicit nonisomorphic icc property-(t) groups have isomorphic group von neumann algebras. the result was obtained with gpt-5.6 sol assistance independently and concurrently with openai's stronger family.,There exist two nonisomorphic countable ICC property-(T) groups Gamma_1 and Gamma_2 with isomorphic group von Neumann algebras.,Connes's rigidity question dates to his 1982 work and was later stated explicitly as a reconstruction problem for ICC property-(T) group factors.,One explicit nonisomorphic pair with isomorphic factors completely disproves the uniqueness conjecture.,The decisive witness is one pair of groups; the independently released OpenAI package supplies the separate infinite-family result.,"Connes rigidity, deformation-rigidity, and W*-superrigidity programs provide multiple independent approaches to reconstruction from group factors.","The 1982 target was independently countered in 2026, an elapsed 44 years or 4.4 decades, satisfying the legacy duration override.",high,0.1.0,pending_v1_audit
116,2026-08,2026-08-03,1,2,1,1,5,Superhuman,1979,2026,4.7,0,"sharpness of denjoy's theorem. gpt-5.6 sol ultra supplied the essential barrier construction; the author reconstructed, completed, manually checked, and generalized it, while claude fable 5 searched for errors.","For every concave modulus of continuity weaker than Lipschitz, there is a C^(1+omega) circle diffeomorphism with irrational rotation number and a wandering interval.","Herman's 1979 work left the barrier modulus omega(t)=t log(1/t) open, and later literature explicitly retained that sharpness problem.",The construction settles the barrier case and proves the full regularity sharpness statement for every weaker-than-Lipschitz concave modulus.,The theorem applies uniformly to an entire class of moduli rather than one fixed example.,"Herman's construction, later Kim-Koberda work, and recent approaches provide multiple substantive attempts around the exact regularity barrier.","The 1979 barrier problem was solved in 2026, an elapsed 47 years or 4.7 decades, satisfying the legacy duration override.",high,0.1.0,pending_v1_audit
117,2026-08,2026-08-03,1,2,1,1,5,Superhuman,1994,2026,3.2,0,"two-terminal network reliability. a gpt-5.6 sol ultra idea yields an fpras for general directed and undirected graphs, while complementary unreliability is shown bis-hard. no separate proof verification is reported in the abstract.","Two-terminal network reliability on general directed and undirected graphs has a fully polynomial-time randomized approximation scheme, while complementary unreliability is BIS-hard.",Kannan's 1994 survey explicitly asked whether an FPRAS exists for two-terminal reliability on general graphs.,The paper answers that question positively for both directed and undirected graphs and also proves complementary unreliability BIS-hard.,The approximation scheme covers general directed and undirected graphs.,"Multiple independent exact-complexity, special-class, and reliability-approximation lines preceded the general FPRAS and document resistance on the target.","Kannan's 1994 question was settled in 2026, an elapsed 32 years or 3.2 decades, satisfying the legacy duration override.",high,0.1.0,pending_v1_audit
118,2026-08,2026-08-03,1,1,1,1,4,Difficult,1973,2026,5.3,0,multicolor ramsey numbers of odd cycles. chatgpt 5.6 pro/sol autonomously found a recursive construction extending the recent triangle breakthrough to every fixed odd cycle.,"For every fixed odd cycle C_(2p+1), its k-color Ramsey number grows superexponentially; more generally R_k({C_3,...,C_(2p+1)}) is at least (log^(p-1) k)^(k/3-o(k)).","The multicolour odd-cycle Ramsey problem has a documented literature dating to 1973, and the 2026 OpenAI triangle result supplied the immediate explicit construction frontier.",The theorem gives a new general superexponential lower bound but does not determine the sharp growth rate for odd cycles.,The statement covers every number of colors asymptotically and every fixed odd cycle.,Multiple independent lower-bound and construction programs across the long odd-cycle Ramsey literature document resistance on the shared quantitative objective.,"The quantitative program dates to 1973, 53 years or 5.3 decades before this improvement; because the sharp growth remains open, no duration override is applied.",high,0.1.0,pending_v1_audit
119,2026-08,2026-08-03,1,1,1,0,3,Difficult,2026,2026,0.0,0,single-stage hadamard quantization. a fully automated internal google gemini agent first produced the proof; the authors verified and edited it. pairwise-independent dithers remove a second stage and improve the bound's leading constant by about 5.93.,Pairwise-independent dithers suffice for an unbiased single-stage Hadamard estimator with mean-square error at most ((3 pi sqrt(3))/2+o(1))||y||^2/(d 4^b).,"Feng, Indyk, Kapralov, Krachun, and Prokhorov's 2026 two-stage quantizer supplies the explicit communication and error-constant frontier.","The theorem removes the residual stage and materially improves the leading constant, but does not establish an optimal universal constant.",The estimate is dimension-uniform over unit inputs and fixed queries in the stated asymptotic bit regime.,"Only one direct predecessor is documented in the primary abstract, below the resistance threshold.","The stated frontier and improvement both date to 2026, giving 0.0 recorded decades.",high,0.1.0,pending_v1_audit
120,2026-08,2026-08-03,1,1,1,0,3,Difficult,2021,2026,0.5,0,"sparse least-squares condition-number barrier. a fully automated internal google gemini agent first obtained the proof, then the authors verified and edited it. the conjectured lower bound is established conditionally on an exact-volume small-set expansion hypothesis.","Under the randomized exact-volume Small-Set Expansion Hypothesis, sparse least-squares approximation cannot improve the restricted-condition-number dependence to kappa^(1-gamma) in randomized polynomial time.",Axiotis and Sviridenko formulated the condition-number barrier conjecture in 2021.,"The paper proves the conjectured lower bound for least squares, but only conditionally on a stated average-case hardness hypothesis.","The hardness result covers every fixed gamma in (0,1] and an unbounded family of rational full-rank instances.",The current evidence does not document two independent prior attempts at this conditional lower-bound target.,"The 2021 conjecture was conditionally established in 2026, an elapsed five years or 0.5 decades; conditionality also prevents a settlement override.",high,0.1.0,pending_v1_audit
121,2026-08,2026-08-03,0,2,1,0,3,Difficult,,2026,"",0,discrete unique continuation on a simplex. human-guided exploration with gpt-5.6 sol produced an optimal-exponent support lower bound and matching constructions.,"A function on the lattice simplex satisfying the complete oriented-simplex relations and nonzero at the balanced point has support at least c_n R^(ceil(n/2)), and this exponent is optimal.",The paper formulates the discrete unique-continuation problem itself; no predating exact target is established in the primary metadata.,The lower bound and matching constructions determine the optimal growth exponent for the newly formulated problem.,"For every fixed n at least two, the theorem holds throughout the unbounded scale parameter R.",No qualifying prior attempts at this newly formulated target are documented.,No predating framing date is applicable.,high,0.1.0,pending_v1_audit
122,2026-08,2026-08-03,1,2,0,0,3,Difficult,2021,2026,0.5,0,"compact hyperbolic coxeter polytopes. proof-critical software, mostly written by an ai assistant under author direction, exhausts all candidates and certifies the unique six-dimensional ten-facet polytope using exact arithmetic and independent coxiter checks.","Up to isometry, exactly one compact hyperbolic Coxeter six-polytope has ten facets, completing the d+4-facet classification across dimensions.",Burcroff's 2021 thesis explicitly identified dimension six as the only remaining dimension where new d+4-facet polytopes might arise.,Exact exhaustive certificates and the unique surviving Gram matrix complete the remaining classification.,"The new exhaustive step concerns one fixed dimension and facet count, even though it completes a broader table with prior results.",The source documents earlier classifications but not two independent failed attempts at this exact six-dimensional census.,"The 2021 framing was settled in 2026, an elapsed five years or 0.5 decades, below the duration override.",high,0.1.0,pending_v1_audit
127,2026-08,2026-08-03,1,2,1,0,4,Superhuman,1998,2026,2.8,0,havel-hakimi residue of common-divisor graphs. the advisor-supervised theo-conjecture and codex workflow used experiments and counterexamples to discover the second-order constant and proof-driving realization; the paper proves staton's asymptotic conjecture and its next term.,"For the common-divisor graph G_n, R(G_n)=(zeta(2)-1)n/log n +(zeta(2)-1-A)n/log^2 n +O(n/log^3 n).",Fajtlowicz's 1998 Written on the Wall record and its historical notes state Staton's asymptotic conjecture and the earlier Erdos-Staton lower bound.,The theorem proves the conjectured leading asymptotic and determines the next-order term.,The result is an asymptotic theorem for the full unbounded sequence of common-divisor graphs.,The current source pack does not establish two independent prior proof attempts at the exact asymptotic.,"The 1998 recorded conjecture was settled in 2026, an elapsed 28 years or 2.8 decades, satisfying the legacy duration override.",high,0.1.0,pending_v1_audit
139,2026-08,2026-08-03,1,2,1,1,5,Difficult,1982,2026,4.4,1,"landis conjecture in dimensions three and higher. frank and ivanisvili construct, for every dimension n at least three, a nonzero real smooth solution of a stationary schrodinger equation with a real smooth bounded potential and exp(-c|x|^(4/3)) decay, disproving the real-valued conjecture in those dimensions. the paper acknowledges ai tools but does not identify any model or material task; the authors state that they wrote and checked all final arguments and proofs. published provisionally pending more specific ai-attribution evidence.","The paper reports that for every dimension n at least three there are a nonzero real smooth function u and a real smooth bounded potential V with -Delta u + Vu = 0 and |u(x)| at most C_n exp(-c_n|x|^(4/3)), giving counterexamples to the real-valued Landis conjecture.",The earliest printed formulation identified by the paper is Landis's 1982 question asking whether sufficiently rapid decay forces a bounded-potential Schrodinger solution to vanish.,"The construction gives a complete negative answer in every dimension n at least three, rather than only a weaker decay estimate or complex-valued example.",The theorem supplies a counterexample construction for the unbounded family of all dimensions n at least three.,"Meshkov's complex-valued construction, subsequent quantitative unique-continuation work, real-valued special cases, and the recent two-dimensional program provide multiple substantive approaches to the same Landis question.","The 1982 printed question was answered in dimensions at least three in 2026, an elapsed 44 years or 4.4 decades, but provisional status prevents the Superhuman override while the paper's exact AI contribution remains unspecified.",medium,0.1.0,pending_v1_audit
142,2026-08,2026-08-03,0,1,1,0,2,Expected,,2026,"",0,"prefix-matrix factorization lower bound. an internal ucla ai-for-math moonshot harness generated the entire proof, which the authors rewrote for clarity; public frontier models had not made meaningful progress.","For the U by U lower-triangular all-ones matrix Q, every real factorization Q=AB satisfies ||A||_(2 to infinity)||B||_(1 to 1)=Omega((log U)^(3/2)/log log U).","Earlier turnstile-quantiles and matrix-mechanism analyses provide the quantitative factorization frontier, but the paper does not identify a separately named conjecture for this norm bound.","The new lower bound makes the dyadic factorization nearly optimal, while leaving a log-log factor unresolved.",The theorem applies uniformly to the unbounded family of prefix matrices as U grows.,The primary source does not document two independent prior proof attempts at the exact norm lower bound.,No precise predating framing year is assigned to the quantitative target.,high,0.1.0,pending_v1_audit
201,2026-08,2026-08-03,0,1,1,0,2,Expected,,2026,"",0,"machine-checked dual-write recovery information boundary. the isabelle/hol development constructs indistinguishable source-side post-crash states requiring opposite recovery actions, proves positive recovery when authoritative sink information is available, and derives fencing and finite-horizon limits. claude fable 5 and chatgpt 5.6 sol supported exposition and formalization development; the author directed and checked every definition, theorem and proof.","Two reachable post-crash states can have identical durable source state but differ in sink acceptance, so no source-only recovery policy can always avoid both duplicate delivery and omitted owed work; authoritative sink acceptance information suffices for the paper's exact positive recovery results.",The formal information boundary is introduced in this work rather than traced to a precise prior mathematical target.,The theorem package establishes a new impossibility boundary and matching conditional recovery guarantees under the model assumptions.,The result quantifies over arbitrary source-only policies and all reachable model states satisfying the stated crash semantics.,No prior independent attempts on the exact formal model are documented.,No pre-solution framing year is assigned to a target introduced in this formal development.,high,0.1.0,pending_v1_audit
232,2026-08,2026-08-03,0,1,1,0,2,Expected,,2026,"",1,"sublinear time eigenvector approximation via column sampling. An unspecified LLM suggested the Poissonization approach; other use concerned writing corrections. Published provisionally because the exact unresolved checks remain material: Identify the model and exact theorem dependence on Poissonization, and obtain independent verification.",The paper reports sublinear column-sampling algorithms with stated eigenvector sample complexities and errors.,No separately dated prior target is coded for this bounded result.,"The source reports a material new result, construction, algorithm, or bound without a fully settled prior target.",The anchor applies uniformly across the stated unbounded class or parameter family.,The coded sources do not establish the strict resistance criterion for this exact target.,"Further checking required: Identify the model and exact theorem dependence on Poissonization, and obtain independent verification. Keep provisional and do not assign the Superhuman override.",medium,0.1.0,pending_v1_audit
109,2026-08,2026-08-04,1,2,1,1,5,Superhuman,2001,2026,2.5,0,"period-index conjecture. explicit smooth projective threefold and higher-dimensional constructions give Brauer classes whose indices exceed the conjectured period bound, disproving the conjecture in every dimension at least three in characteristic zero. counterexamples. an initially flawed ChatGPT example supplied features of the final construction; refinement through further discussion led to the theorem, and Perry wrote the paper and takes responsibility for correctness.","For every dimension d at least 3, there are characteristic-zero function fields over algebraically closed fields with Brauer classes violating the period-index conjecture; in dimension 3 the counterexample works over every algebraically closed characteristic-zero field, including the algebraic closure of Q.","Colliot-Thelene first raised the precise period-index bound in print in 2001, after related work on period and index stretching back through the twentieth century.","The explicit threefold with period 2 and index 8 disproves the unramified conjecture, and a bootstrapping construction gives counterexamples to the function-field conjecture in every dimension at least 4.","The result covers every dimension at least three and general algebraically closed characteristic-zero base fields, subject in higher dimensions to the stated uncountability hypothesis.","The conjecture accumulated independent approaches through surfaces, unramified classes, abelian varieties, products of elliptic curves, hyperkahler varieties, and Hodge-theoretic obstructions before this counterexample.","The precise 2001 conjecture was disproved in 2026, an elapsed 25 years or 2.5 decades, so the complete non-provisional result receives the duration override.",high,0.1.0,pending_v1_audit
123,2026-08,2026-08-04,1,2,0,0,3,Difficult,2023,2026,0.3,0,"klt generalized pair with infinitely generated canonical ring. the main construction was mostly generated by gpt-5.6 sol ultra, claude fable 5, and danus, then human-verified.",There exists a projective klt generalized pair over C whose generalized log canonical ring is not finitely generated.,Gongyo's 2023 research summary is the first public source traced by the paper for the finite-generation question.,The explicit generalized pair completely answers that universal finite-generation question negatively.,The decisive result is one constructed generalized pair.,The source reports discussions and special-case work but not two independent pre-solution attempts at the exact universal question.,"The 2023 question was answered in 2026, an elapsed three years or 0.3 decades, below the duration override.",high,0.1.0,pending_v1_audit
124,2026-08,2026-08-04,1,2,1,0,4,Difficult,2023,2026,0.3,0,"large-width lattice polytopes. chatgpt 5.6 sol found proofs that sufficiently large lattice width forces real-rooted ehrhart h*-polynomials in fixed dimension, answering a published question, with an analogous local h* theorem for simplices.","In every fixed dimension, every lattice polytope of sufficiently large lattice width has a real-rooted Ehrhart h*-polynomial; lattice simplices satisfy the analogous local h* statement.","Averkov, Hofscheier, and Nill published the exact large-width question in 2023.",The theorem resolves the stated large-width question and establishes the local analogue.,"For each dimension it covers every lattice polytope beyond a width threshold, rather than isolated examples.",The source does not document two independent attempts at the exact large-width question.,"The 2023 question was answered in 2026, an elapsed three years or 0.3 decades, below the duration override.",high,0.1.0,pending_v1_audit
125,2026-08,2026-08-04,1,1,1,0,3,Difficult,2021,2026,0.5,0,counting algebraic tori by artin conductor. iterative dialogue with chatgpt 5.6 pro developed the proofs of a uniform-in-dimension exponent bound.,"For every n at least two, the number of n-dimensional Q-tori with Artin conductor at most X is O_n(X^(exp(C(log n)^2))) for an absolute constant C.",Lee's 2021 paper formulated an asymptotic conjecture for counting algebraic tori by Artin conductor.,The estimate is the first general all-dimensional upper bound toward that conjecture but remains far from the predicted asymptotic.,The bound applies for every dimension n at least two and all conductor thresholds.,No qualifying evidence of two independent prior attempts at this all-dimensional quantitative target is supplied.,"The 2021 conjectural program predates the new bound by five years or 0.5 decades; the result is an improvement, not a complete settlement.",high,0.1.0,pending_v1_audit
126,2026-08,2026-08-04,1,2,1,1,5,Difficult,2022,2026,0.4,0,many-round quantum key agreement impossibility. gpt-5.6 sol ultra found the proof in a one-shot conversation and drafted a preliminary paper; the authors accept responsibility. the theorem removes the two-round or conjectural limitations of prior work.,Every perfectly complete classical-message QROM key-agreement protocol with q_A and q_B quantum queries has a classical-query eavesdropper recovering the key with certainty in O((q_A+q_B)^5) queries.,"Austrin et al. posed a conjectural many-round route in 2022, and Li et al. later proved only the two-round case.",The theorem gives the unconditional black-box impossibility for any number of rounds in the stated model.,"The bound is uniform in rounds, transcript length, key length, oracle-domain size, and all protocols satisfying the hypotheses.",The conjectural many-round analysis and the independent two-round theorem are two substantive prior attacks on the exact impossibility frontier.,"The earliest directly cited many-round target is from 2022, four years or 0.4 decades before the 2026 proof.",high,0.1.0,pending_v1_audit
128,2026-08,2026-08-04,1,2,1,0,4,Difficult,2024,2026,0.2,0,"parallel chip-firing period two. gpt-5.6 sol proved the 2024 ji-li-wang conjecture for all graphs, unifying the tree, cycle, complete-graph, and complete-bipartite cases.",Every parallel chip-firing game on a graph with 2|E|-|V|<|sigma|<2|E| has eventual period 2.,"Ji, Li, and Wang formulated the exact general conjecture in 2024 after period-two results for several special graph classes.",The proof establishes the conjecture for all graphs and completes the general middle-rung theorem.,The statement is uniform over all finite graphs and every chip configuration in the stated interval.,Special-class results motivate the general conjecture but do not establish two independent pre-solution attempts at the exact graph-wide target.,"The precise general conjecture was framed in 2024 and proved in 2026, an elapsed two years or 0.2 decades.",high,0.1.0,pending_v1_audit
202,2026-08,2026-08-04,1,2,1,1,5,Superhuman,2005,2026,2.1,0,"gaussian entanglement-of-formation optimality. the paper proves that the entanglement of formation of every two-mode gaussian state equals its gaussian restriction and extends the result to bisymmetric multimode states, resolving open quantum problem 29. gpt-5.6 sol contributed a central proof strategy and assisted algebraic derivations and numerical checks; the author directed the work and checked every final proof step and claim.","For every two-mode Gaussian state rho_V, E_F(rho_V)=E_F^G(V); the same Gaussian optimality extends to bisymmetric multimode Gaussian states.",Gaussian optimality for entanglement of formation was posed as a precise problem in 2005 and later listed as Open Quantum Problem 29.,A sharp affine-extremality theorem for pure two-mode states supplies a complete proof of the conjectured equality in the stated classes.,"The main theorem covers every two-mode Gaussian state, with an additional unbounded bisymmetric multimode family.",The paper documents multiple substantive earlier approaches and special-case results that did not overcome the same general obstruction.,"The 2005 target was resolved in 2026 after twenty-one years or 2.1 decades, so the non-provisional result receives the legacy duration override.",high,0.1.0,pending_v1_audit
132,2026-08,2026-08-05,1,2,0,1,4,Superhuman,1996,2026,3.0,0,"hrt conjecture. chatgpt 5.6 pro developed the counterexample and proof strategy in dialogue with the authors; the authors upgraded it to a schwartz construction, repaired an error, rewrote and independently checked all llm-influenced material, and used a rigorous arb interval certificate.","Twelve distinct time-frequency shifts of one nonzero Schwartz function are linearly dependent, disproving the HRT conjecture and its Schwartz-class formulation.","Heil, Ramanathan, and Topiwala formulated the universal linear-independence conjecture for finite time-frequency shifts in 1996.",The explicit twelve-shift Schwartz construction completely disproves the universal HRT conjecture.,The decisive witness is one fixed finite phase-space configuration and one Schwartz function rather than a uniform counterexample family.,"Decades of cited special-case theorems, lattice results, and near-counterexample programs provide multiple independent substantive attacks on the exact conjecture.","The 1996 conjecture was disproved in 2026, an elapsed 30 years or 3.0 decades, satisfying the legacy duration override.",high,0.1.0,pending_v1_audit
133,2026-08,2026-08-05,1,1,1,0,3,Difficult,2026,2026,0.0,0,"fourier alignment strengthening. appendix a, developed through conversations with gpt-5.6 sol and initially drafted by the model, strengthens the author's separate counterexample across every clarke trajectory, the zero-at-the-kink convention, smooth dead-zone activations, and fixed-step full-batch gradient descent.","For every prime p at least 5, open positive-probability sets yield selection-independent multifrequency limits, with analogous failures for ReLU'(0)=0, smooth activations having an exact dead half-line, and every fixed gradient-descent step size.",MAIS-O60 publicly asked whether a single ReLU neuron trained on modular addition aligns to one Fourier frequency.,The appendix materially strengthens the human-authored main counterexample but is not credited with resolving the original problem independently.,"The package is uniform over every prime p at least 5, open sets of initial conditions, every Clarke trajectory in the main strengthening, and every fixed step size in the discrete variant.",No two independent pre-solution attempts at the appendix's exact strengthened variants are documented.,"The public target and strengthened counterexamples both date to 2026, giving 0.0 recorded decades.",high,0.1.0,pending_v1_audit
134,2026-08,2026-08-05,1,2,1,0,4,Difficult,2022,2026,0.4,0,sharp renyi conditional-entropy continuity. chatgpt 5.6 sol assisted the proof-critical noncommutative calibration estimate used to obtain the exact petz and sandwiched bounds and equality cases.,"For every alpha in [1/2,1), the optimized Petz and sandwiched Renyi conditional entropies have the stated sharp trace-distance modulus with effective dimension D=d_A min(d_A,d_B), attained by isotropic pairs for every distance.",Marwah and Dupuis's 2022 fully quantum continuity bound and subsequent work establish the predating quantitative frontier for sandwiched Renyi conditional entropy.,The two theorems determine the exact sharp modulus and equality family for both optimized conditional Renyi entropies throughout the stated order range.,"The bounds hold uniformly for arbitrary finite-dimensional bipartite states, every trace-distance constraint, and every alpha in the full interval [1/2,1).",The evidence does not establish two independent pre-solution attempts at this exact joint sharp modulus.,"The traced fully quantum frontier dates to 2022, four years or 0.4 decades before the 2026 sharp result.",high,0.1.0,pending_v1_audit
137,2026-08,2026-08-05,1,2,1,0,4,Superhuman,2015,2026,1.1,0,berkovich-uncu partition bijection. the human authors constructed an explicit four-map bijection answering the published request for a combinatorial proof; axiomprover then autonomously produced a conditional lean formalization and verification.,"For all nonnegative n, i, and j, an explicit computable bijection matches strict partitions with i odd parts in odd-indexed positions and j in even-indexed positions to strict partitions with i parts congruent to 1 and j congruent to 3 modulo 4.",Berkovich and Uncu's 2015 preprint proved the identity analytically and explicitly requested a combinatorial proof.,"The construction supplies the requested explicit bijection, computable in both directions, rather than another coefficient identity.","The bijection applies uniformly to all nonnegative n, i, and j.",Prior coefficient-extraction work does not establish two independent failed attempts at this exact explicit-bijection target.,"The 2015 request was answered in 2026, an elapsed 11 years or 1.1 decades; the resistance requirement for a stronger override is not met.",high,0.1.0,pending_v1_audit
271,2026-08,2026-08-05,1,2,1,1,5,Difficult,2004,2026,2.2,1,"an independent perturbation proof of crouzeix's conjecture. lorist and schwenninger report that a double-layer-potential argument plus a perturbation lemma for 2-dilations proves the sharp constant-2 spectral-set theorem. the paper directly acknowledges using chatgpt 5.6 pro to explore proof strategies, but does not identify which suggestions entered the lemma or theorem. published provisionally because the exact unresolved check remains material: determine which ai-suggested steps, if any, entered lemma 1 or theorem 3 and obtain a distinct verification of this proof package.","The paper reports that for every bounded operator A, W(A) is a 2-spectral set, so ||f(A)|| is at most 2 sup over W(A) of |f| for every rational f with poles off the closure of W(A).",Crouzeix's 2004 conjecture is the exact named target of this independent proof package.,The paper reports a complete affirmative resolution at the conjectured sharp constant.,The theorem applies uniformly to bounded operators and the full stated rational functional calculus.,Multiple published special-class results and successive universal bounds document independent sustained attacks on the exact conjecture.,"Further checking required: determine which AI-suggested steps, if any, entered Lemma 1 or Theorem 3 and obtain a distinct verification of this proof package. Keep provisional and do not assign the Superhuman override.",medium,0.1.0,pending_v1_audit
129,2026-08,2026-08-06,1,2,0,0,3,Difficult,2017,2026,0.9,0,"absolutely maximally entangled states. arxiv v2 reports that claude fable 5 and chatgpt 5.6 sol were used extensively throughout the complete computational search, method development and implementation, exact verification, bibliography, and manuscript preparation for five open ame cases. exact finite-field, complete minor-enumeration, and graph cut-rank checks certify the constructions, and both authors independently reviewed the mathematics.","Hermitian self-dual MDS codes yield AME(12,5), AME(18,11), AME(18,13), AME(17,11), and AME(17,13) states with exact certification.","AME(12,5) was listed as an explicit open existence case in Open Quantum Problem 35 in 2017.",The exact code construction settles that binary existence case and supplies four additional certified fixed-parameter states.,The package concerns five fixed parameter pairs rather than an unbounded family.,No qualifying prior-attempt evidence is reported for these exact parameter pairs.,"The 2017 open case was constructed in 2026, an elapsed nine years or 0.9 decades, below the duration override.",high,0.1.0,pending_v1_audit
130,2026-08,2026-08-06,1,2,1,1,5,Superhuman,1993,2026,3.3,0,"planar spin-system approximation. gpt-5.6 sol ultra found the main ideas of all proofs: a small-activity hard-core fpras, planar q-colouring approximation hardness for q at least four, and a small-field two-spin classification.",The hard-core partition function has an FPRAS on planar graphs at sufficiently small constant activity; approximately counting planar q-colourings is NP-hard for q>=4; and small-field planar two-spin FPRAS existence is completely characterized.,Welsh's 1993 Conjecture 8.7.5 asked for NP-hardness of approximately counting planar q-colourings for every q at least four.,"Theorem 2 confirms Welsh's conjecture for every q at least four and closes the related planar Tutte-approximation cases, alongside the paper's algorithmic results.","The theorems cover general planar graphs, every fixed q at least four, and a general class of two-spin systems.","Independent planar-colouring, Tutte-polynomial, and spin-system approximation and hardness lines document multiple substantive attempts on the target boundary.","Welsh's 1993 conjecture was settled in 2026, an elapsed 33 years or 3.3 decades, satisfying the legacy duration override.",high,0.1.0,pending_v1_audit
131,2026-08,2026-08-06,1,2,1,1,5,Difficult,2025,2026,0.1,0,"balanced fair allocation. gpt-5.6 sol with author guidance produced all proofs, which the authors verified and then expanded and simplified with gpt and claude fable 5. the main theorem removes prior valuation restrictions.","For arbitrary additive valuations, there exists a balanced allocation that is EF1 and fractionally Pareto optimal, with a category-constrained extension satisfying category-sensitive EF1.","Cookson et al. posed the balanced EF1 plus fractional-Pareto-optimality problem in 2025, and Kawase and Mahara later established restricted valuation cases.","The theorem removes the central valuation restriction and establishes the general existence statement, with an additional constrained extension.",It applies to arbitrary additive valuations and an unbounded class of allocation instances.,Cookson et al.'s formulation and the independent restricted-case work of Kawase and Mahara provide two substantive pre-solution attempts on the general target.,"The 2025 question was settled in 2026, an elapsed one year or 0.1 decades, below the duration override.",high,0.1.0,pending_v1_audit
