id,period,category,confidence,rationale,alternatives,comparator,method,contribution,contribution_basis,reported_date,first_collected_date,collection_kind,strict_category,strict_proof_status_unchanged
"698","2026-08","Unassessed","low","The source summary gives a precise Chern-number inequality but no proof mechanism, previous constant or obstruction in the stated weak-Fano singularity class. Those missing comparisons prevent deciding whether it is a standard existing-theorem application or a difficult new geometric estimate.","Expected;Difficult","An algebraic geometer deriving the exact epsilon-dependent weak-Fano Chern bound; the relevant method and prior baseline are not supplied.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"699","2026-08","Expected","low","The report connects the advance to existing research (extending): We construct families of transversally invariant pinching cones for the Hamilton ODE dR/dt = Q(R) in dimensions n=7,8, thereby extending the pinching estimate that Brendle established for… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"700","2026-08","Expected","low","The report connects the advance to existing research (extends): The permanent of an $n\times n$ $0/1$ matrix $A$ equals the number of perfect matchings in the bipartite graph with edges defined by $A$. Jerrum, Sinclair, and Vigoda (2004) presented an … This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"701","2026-08","Expected","medium","Three modest-size incidence matrices are found by a specified kicked-greedy search and checked by exhaustive 3-by-3 tests; two further table improvements are only monotone padding. This is a concrete normal computational-combinatorics workflow, not five independent conceptual breakthroughs.","Difficult","A computational graph theorist running local search on the same roughly 13-to-20-dimensional binary matrices and verifying forbidden submatrices.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"702","2026-08","Difficult","medium","The reported first ancient-flow classification with boundary proves both existence and uniqueness and identifies backward and forward limits under geometric constraints. Handling boundary evolution in a global ancient-solution rigidity argument is a concrete non-routine Ricci-flow obstacle.","Expected","Geometric analysts constructing barriers and proving uniqueness for positively curved ancient surface Ricci flows with boundary.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"703","2026-08","Expected","low","The report connects the advance to existing research (analogue): Let $\mathcal{Z}_w^{(\mathbb{F}_q)}$ be the $\mathbb{F}_q$-linear subspace of $\mathbb{F}_q(\!(\theta^{-1})\!)$ spanned by Thakur's multiple zeta values $\zeta_A(\mathfrak{s})$ of weight … This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"704","2026-08","Expected","medium","The paper explicitly follows the authors' earlier convexification framework on one bounded two-dimensional region, resolving a finite set of new tangent/bitangent contact patterns. That focused conic-duality and boundary-case analysis fits normal optimization-specialist continuation.","Difficult","An optimization specialist adapting the supplied nonnegative-quadratic cone method from an unbounded to a bounded hyperbolic region.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"705","2026-08","Expected","low","The claimed output is a conjectured integral equation derived formally from an existing Fredholm determinant and tested against known limits and numerical action minimization. This is normal mathematical-physics model-building with an explicit remaining asymptotic gap, not a proved exact rate formula.","Difficult","A mathematical physicist analyzing the supplied determinant representation and checking candidate asymptotics against numerical hydrodynamics.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"706","2026-08","Expected","low","The report connects the advance to existing research (extended): We show that for every sufficiently large genus $g$, there exists a closed hyperbolic surface $S_g$ with systole $\mathrm{sys}(S_g)\geq \log g-12\log\log g$. In particular, $$\liminf_{g\t… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"707","2026-08","Expected","low","The report connects the advance to existing research (refinement): Let $n\ge3$, $\Omega\subset\mathbb R^n$ be an open set, $F:=\mathbb R^n\setminus\Omega$, and $\alpha\in(0,\infty)$. For any $x\in\Omega$, we define the capacitary distance \begin{align*} … This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"708","2026-08","Expected","low","The report connects the advance to existing research (extension): We study the first-order oracle complexity of finding a queried point with small gradient in $\ell_p$ geometry, with particular attention to the information needed to adapt the unknown sm… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"709","2026-08","Difficult","low","The report explicitly signals a non-routine advance (disproved this conjecture): Letzter, Methuku and Sudakov proved that sufficiently regular sublinear expanders contain nearly spanning cycles and paths. Montgomery subsequently conjectured that every regular sublinea… Human effort and target history remain uncertain; this is not an automatic Superhuman assignment.","Expected;Superhuman","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"710","2026-08","Expected","low","The report connects the advance to existing research (Using a standard): We determine the exact worst-case value, at every horizon $N\geq7$, of the smallest queried gradient norm generated by Nesterov's fast gradient method on smooth convex functions. Let $t_0… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"711","2026-08","Difficult","medium","The trace/congruence route removes coefficient-characteristic restrictions present in the cited categorical approach while retaining an optimal unramified genericity condition. Overcoming that precise small-characteristic limitation is a substantive arithmetic-cohomology advance.","Expected","Arithmetic geometers combining Igusa-stack cohomology and supercuspidal congruences to control torsion in arbitrarily small characteristic.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"712","2026-08","Expected","medium","The abstract explicitly describes an incidence reduction to a recently established bidirected packing-covering theorem, preserving the required quantities. That supplied reduction mechanism supports normal specialist reach even though it answers a named question. The record does not demonstrate a prolonged or exceptional barrier.","Difficult","A graph-theory specialist applying the cited 2026 bidirected theorem through an incidence construction; no direct time comparison is reported.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"713","2026-08","Unassessed","low","The available claim summary does not support a useful human-effort judgment: Let $W$ be an affine Coxeter group of type $\widetilde{A}_n$, that is, the affine symmetric group $\widetilde{S}_N$ with $N=n+1$, let $T$ be its set of reflections, and let $\mathrm{Red}_… It is retained outside the three assessed tiers pending a focused pass.","Expected;Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"714","2026-08","Expected","low","The report connects the advance to existing research (simplify): The current paper reports: We answer the question whether all Heyting algebras can appear as the lattice of subterminal objects of an elementary topos in the negative. Concretely, we show… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"715","2026-08","Expected","low","The report connects the advance to existing research (extending): We study properties of the transcendental numerical dimension on compact K\""ahler manifolds. In particular, we establish a connection between this invariant and degenerate divisors in fib… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"716","2026-08","Expected","low","The work develops a parameterized approximation family from the authors' q-WZ starting point, recovering a known Pade approximant and evaluating explicit irrationality measures. This is plausibly a normal specialist special-functions/Diophantine construction, although simultaneous measure bounds may demand non-routine estimates.","Difficult","A Diophantine-approximation specialist deriving q-hypergeometric approximants and estimating their arithmetic and analytic growth.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"717","2026-08","Difficult","low","A quantitative free-disk estimate converts weak orbit-deviation hypotheses into several explicit rigidity rates and Mobius-disjointness consequences. The common quantitative mechanism across regularity regimes suggests substantive new dynamics, even though the AI role may only improve parameters.","Expected","Smooth-dynamics specialists extracting effective recurrence rates from rotation arithmetic and the stated deviation condition.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"718","2026-08","Unassessed","low","The available claim summary does not support a useful human-effort judgment: This expository note is about simulating a target distribution $Q$ from observations of a proposal distribution $P$. In the model suggested by Harsha, Jain, McAllester and Radhakrishnan, … It is retained outside the three assessed tiers pending a focused pass.","Expected;Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"719","2026-08","Difficult","low","The report explicitly signals a non-routine advance (disprove the preperiod conjecture): The current paper reports: Let $E_n$ denote the number of alternating permutations of $\{1,\dots,n\}$, equivalently characterized by $\sum_{n\ge0}E_nz^n/n!=\sec z+\tan z$. For every $q\ge… Human effort and target history remain uncertain; this is not an automatic Superhuman assignment.","Expected;Superhuman","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"720","2026-08","Difficult","low","The complete exposed-face classification separates low and high Jordan ranks and resolves the mixed rank-three/four cases, matching a different spectrahedrality classification. Establishing those exceptional structural cases is positive non-routine convex-algebra evidence.","Expected","Conic-optimization and Jordan-algebra specialists classifying exposed faces across the symmetric-cone types.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"721","2026-08","Difficult","low","The report explicitly signals a non-routine advance (settle the conjecture): This paper establishes that the system of ordinary differential equations arising from the sequential and distributive dual futile cycle has the structural capacity for Hopf bifurcations,… Human effort and target history remain uncertain; this is not an automatic Superhuman assignment.","Expected;Superhuman","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"722","2026-08","Expected","low","The report connects the advance to existing research (simplifies): The usual definitions of stochasticity are very different from Kolmogorov's original definition as given in Shen's notes from November 1981. This note simplifies Kolmogorov's definition a… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"723","2026-08","Expected","low","The report connects the advance to existing research (extending): Contraction coefficients quantify the loss of distinguishability induced by a channel and provide a strong form of the data-processing inequality. While standard contraction coefficients … This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"724","2026-08","Difficult","low","The report explicitly signals a non-routine advance (resolve a 30-year-old conjecture): In this paper, we resolve a 30-year-old conjecture of Spielman and Teng concerning the performance of the spectral partitioning method on graphs embeddable on an orientable surface of gen… Human effort and target history remain uncertain; this is not an automatic Superhuman assignment.","Expected;Superhuman","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"725","2026-08","Difficult","medium","The exact strong-converse exponent is governed by a different Renyi family from the usual sandwiched quantity and yields a distinct partial-smoothing exponent. Identifying and proving the sharp optimization formula requires a substantive quantum-information converse/achievability argument.","Expected","Quantum-information theorists deriving matching state-merging error exponents and conditional-entropy optimizations.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"726","2026-08","Difficult","medium","The deterministic hypersimplex/permutohedron construction improves known facet lower bounds to nearly factorial growth and pins log g(n) within a squared-log error. That large quantified frontier gain is non-routine even though the final methods are elementary and the initial idea was human-supplied.","Expected","Polyhedral combinatorialists constructing explicit 0/1-polytopes with facet counts approaching the known upper asymptotics.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"727","2026-08","Expected","low","Enforcing boundary conditions by keeping outputs in a Dirichlet-Laplacian eigenfunction span is a familiar spectral/Galerkin mechanism, and the proof establishes that the constraint retains operator-approximation expressivity. This is a plausible normal numerical-analysis adaptation, with the general Lipschitz-domain universality details potentially harder.","Difficult","A numerical-analysis/operator-learning specialist combining eigenfunction bases and existing kernel-operator approximation theory.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"728","2026-08","Difficult","medium","The new lattice-deformation correspondence yields infinite-covolume ergodic boundary actions contradicting a precise Margulis conjecture in the stated groups. This is a substantive rigidity/dynamics advance; the source explicitly says the main ideas and contributions are human-made.","Expected","Lie-group dynamics specialists relating lattice deformations to smooth subgroup actions and boundary ergodicity.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"729","2026-08","Difficult","medium","Reducing the function-field Birch variable threshold from exponential to quadratic requires a new multiplication-rank stratification and degeneration estimate controlling singular-locus codimensions. The explicit exponential-to-quadratic gain and new mechanism support a non-routine advance.","Expected","Analytic/arithmetic geometers sharpening minor-arc exponential-sum estimates through singular-locus rank geometry.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"730","2026-08","Expected","low","The report connects the advance to existing research (extension): Let $n\ge3$ and let $h:\A(r,1)\to\A(R,1)\subset\mathbb R^n$ be an onto homeomorphism with harmonic coordinate functions. We prove the sharp Nitsche bound \[ R\le R_{n,+}(r):=\frac{nr}{n-1… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"731","2026-08","Expected","low","The report connects the advance to existing research (extension): We prove the spherical Hadwiger classification in every dimension. For \(n\geq1\), every continuous \(SO(n+1)\)-invariant valuation on the space of all closed spherical convex sets in \(\… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"732","2026-08","Expected","low","The report connects the advance to existing research (refine): In this paper, over the field of complex numbers, we prove that a numerical Godeaux surface contains at most six pairwise disjoint $(-2)$-curves, and that this bound is sharp. As an appli… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"733","2026-08","Difficult","medium","The norm-variation estimate quantitatively strengthens Tao's multiple-ergodic convergence theorem and answers a named question through a new twisted-multilinear real-variable bound. The mathematical claim is substantive, while the explicitly recorded AI contribution is largely formalization of the proof blueprint.","Expected","Ergodic-theory/harmonic-analysis specialists proving quantitative variation estimates; AI formalizers additionally face the supplied blueprint-to-Lean task.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"734","2026-08","Difficult","low","A sharp singular-set dimension with a first nonsmooth C1,1 special-Lagrangian example requires a new calibrated-cone construction, not just routine computation.","Expected","Geometric-analysis specialists working on partial regularity and calibrated cones. Comparator is an ordinary specialist/small-team research project using methods available before the report, not a matched wall-clock test.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"735","2026-08","Expected","low","The report connects the advance to existing research (extend): In this paper, we establish systematic estimates for the entropy and its density on Riemannian manifolds, focusing on the more challenging cases where the Ricci curvature changes sign or … This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"736","2026-08","Expected","low","The report connects the advance to existing research (extending): Chaos in classical systems can be characterized by Lyapunov exponents that measure the exponential divergence of nearby trajectories, but directly extending this framework to quantum mech… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"737","2026-08","Expected","low","The explicit two-qubit counterexample uses Wootters' existing formula and a local Lipschitz criterion; this is a plausible specialist-scale correction and extension.","Difficult","Quantum-information specialists applying two-qubit entanglement formulas. Comparator is an ordinary specialist/small-team research project using methods available before the report, not a matched wall-clock test.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"738","2026-08","Difficult","low","The report explicitly signals a non-routine advance (resolving the ellipsoid fitting conjecture): We establish a sharp phase transition for fitting random vectors by an ellipsoid. The random vectors have independent subgaussian coordinates with mean zero, variance one, and a common fo… Human effort and target history remain uncertain; this is not an automatic Superhuman assignment.","Expected;Superhuman","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"739","2026-08","Difficult","low","The report explicitly signals a non-routine advance (settle an open problem): For every natural number $r\geq 2$, we construct $r^{th}$ powers of bipartite graphs whose chromatic number is quadratic in their clique number, showing that the straightforward quadratic… Human effort and target history remain uncertain; this is not an automatic Superhuman assignment.","Expected;Superhuman","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"740","2026-08","Expected","low","The report connects the advance to existing research (extends): Let $\mathbf{C}=\partial E\subset \mathbb{R}^{n+1}$ be a regular area-minimizing hypercone. We first prove that $\mathbf{C}$ is simultaneously strictly stable and strictly minimizing if a… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"741","2026-08","Difficult","low","The report explicitly signals a non-routine advance (resolving a conjecture): Erd\H{o}s and Gallai in 1959 proved the seminal result that every $n$-vertex graph with no cycle of length at least $2t+2$ has at most $\frac{2t+1}{2}(n-1)$ edges. We prove the extension … Human effort and target history remain uncertain; this is not an automatic Superhuman assignment.","Expected;Superhuman","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"742","2026-08","Difficult","low","Removing the left-linearity restriction overturns the general NCI conjecture through a new tree-shaped obstruction and marked-plane construction.","Expected","Combinatorics specialists extending the previous left-linear counterexample. Comparator is an ordinary specialist/small-team research project using methods available before the report, not a matched wall-clock test.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"743","2026-08","Difficult","low","The blow-up scalar-curvature approximation supports a sharp systolic bound and full equality characterization across Kahler manifolds, suggesting a substantial geometric advance.","Expected","Kahler geometers developing curvature-preserving blow-up arguments. Comparator is an ordinary specialist/small-team research project using methods available before the report, not a matched wall-clock test.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"744","2026-08","Difficult","low","The orbit-harmonic ideal and multigraph-factor bridge jointly establish rationality and algebra generation, requiring substantive structural synthesis.","Expected","Algebraic-combinatorics specialists studying q-Ehrhart series and orbit harmonics. Comparator is an ordinary specialist/small-team research project using methods available before the report, not a matched wall-clock test.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-08-28","2026-08-28","contemporary","incomplete","true"
"745","2026-08","Expected","low","The source derives exact invariants for path/cycle product families using matrix lower bounds and matching forcing constructions, a bounded specialist research program.","Difficult","Graph theorists studying zero forcing on Cartesian products. Comparator is an ordinary specialist/small-team research project using methods available before the report, not a matched wall-clock test.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-08-28","2026-08-31","date-uncertain","incomplete","true"
"746","2026-08","Unassessed","low","The available claim summary does not support a useful human-effort judgment: We study dynamic maximum weight matching (MWM) under edge insertions and deletions in two settings: maintaining a $(1\pm\varepsilon)$-approximation to the optimum weight, and maintaining … It is retained outside the three assessed tiers pending a focused pass.","Expected;Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-31","date-uncertain","incomplete","true"
"747","2026-08","Expected","low","This revisits a known microlocal description with physical-space asymptotics in a specified setting; a useful reformulation is plausible within specialist research.","Difficult","Scattering theorists familiar with the Melrose-Zworski description. Comparator is an ordinary specialist/small-team research project using methods available before the report, not a matched wall-clock test.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-08-28","2026-08-31","date-uncertain","incomplete","true"
"748","2026-08","Expected","low","The report connects the advance to existing research (extend): We study strictly outer actions of locally compact groups with a compact open subgroup on von Neumann factors. For amenable groups, we prove 2-cohomology vanishing and obtain classificati… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-31","date-uncertain","incomplete","true"
"749","2026-08","Difficult","low","The report explicitly signals a non-routine advance (previously best known): We study $\ell_0$ isoperimetry for a convex body $K\subset \mathbb{R}^n$, $n\ge2$. For a Borel set $S\subset K$, let $\partial_0^K S$ be the set of points in $K \setminus S$ that can be r… Human effort and target history remain uncertain; this is not an automatic Superhuman assignment.","Expected;Superhuman","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-31","date-uncertain","incomplete","true"
"750","2026-08","Expected","low","The report connects the advance to existing research (extended): Matching Vector families (MVFs) are defined by two ordered lists of vectors in $\mathbb{Z}_m^n$ whose inner products satisfy specific residue patterns modulo an integer $m$. Most famously… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-31","date-uncertain","incomplete","true"
"751","2026-08","Expected","low","Marginal Metropolis-Hastings followed by exact conditional sampling is analyzed through established mixing and Peskun-Tierney comparisons, within ordinary specialist method development.","Difficult","MCMC researchers developing and comparing marginal-conditional samplers. Comparator is an ordinary specialist/small-team research project using methods available before the report, not a matched wall-clock test.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-08-28","2026-08-31","date-uncertain","incomplete","true"
"752","2026-08","Expected","low","The report connects the advance to existing research (extend): Eigenspaces of hypercube graph adjacency matrices are well understood. We extend this to subgraphs obtained by removing a vertex or antipodal pair of vertices, motivated by a question on … This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-31","date-uncertain","incomplete","true"
"753","2026-08","Expected","low","A private-stream semi-coreset reduction transfers established online-clustering guarantees and consistency, a plausible algorithmic extension for a specialist team.","Difficult","Privacy and streaming-algorithm specialists working with coreset reductions. Comparator is an ordinary specialist/small-team research project using methods available before the report, not a matched wall-clock test.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-08-28","2026-08-31","date-uncertain","incomplete","true"
"754","2026-08","Unassessed","low","The available claim summary does not support a useful human-effort judgment: We construct regular, spherically symmetric, compact energy-cutoff equilibria for gravitational Vlasov--Poisson systems sourced by positive and negative mass distributions in the context … It is retained outside the three assessed tiers pending a focused pass.","Expected;Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-31","date-uncertain","incomplete","true"
"755","2026-08","Expected","low","The report connects the advance to existing research (Improved Bound): The Khintchine inequality provides a lower bound on the expected absolute value of a weighted sum of independent Rademacher random variables. In the classical setting, when the weight vec… This provisionally fits specialist-human research within the stated baseline; it need not be easy or unimportant.","Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-31","date-uncertain","incomplete","true"
"756","2026-08","Difficult","low","The criterion improves several earlier bounds, is optimal in key cases, and adds an irrational-threshold construction; this is more than a routine application.","Expected","Algebraic geometers studying syzygies and polarized abelian surfaces. Comparator is an ordinary specialist/small-team research project using methods available before the report, not a matched wall-clock test.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-08-28","2026-08-31","date-uncertain","incomplete","true"
"757","2026-08","Difficult","low","Closing the rigorous velocity rate from h^(1/2) to h^2 needs coupled Stokes and discrete Knudsen boundary correctors, a concrete analytical obstacle.","Expected","Numerical analysts proving boundary convergence of lattice Boltzmann methods. Comparator is an ordinary specialist/small-team research project using methods available before the report, not a matched wall-clock test.","individual-AI-assessment","Not established","insufficient allocation evidence","2026-08-28","2026-08-31","date-uncertain","incomplete","true"
"758","2026-08","Unassessed","low","The available claim summary does not support a useful human-effort judgment: Given two tournaments of order $n$, Bollob\'as and Scott defined their discrepancy in terms of the extremal deviation of their overlap from the random average, after relabelling them on a… It is retained outside the three assessed tiers pending a focused pass.","Expected;Difficult","A relevant human specialist or small team using methods available immediately before the report, over an ordinary research project (weeks to months), not the model's wall-clock runtime.","transparent-batch-triage","Not established","insufficient allocation evidence","2026-08-28","2026-08-31","date-uncertain","incomplete","true"
