id,period,publication_date,prior_target,advance,scope,resistance,difficulty_score,category,framing_year,solution_year,age_decades,provisional,description,anchor_claim,prior_rationale,advance_rationale,scope_rationale,resistance_rationale,age_rationale,coding_confidence
60,2026-07,2026-07-14,1,1,1,0,3,Difficult,1996,2026,3.0,0,"derivative-free convex optimization. a near-quadratic deterministic exact-value lower bound closes the polynomial dimension gap at accuracy of order d^-1/2, up to logarithmic factors. improved lower bound +. gpt-5.6 sol pro produced the initial proof and the author verified and refined it; a weaker-accuracy precursor is formalized in lean, while the main d^-1/2 refinement is not.","At accuracy Theta(d^-1/2), deterministic exact-value minimization of convex 1-Lipschitz functions on the d-dimensional Euclidean ball requires Omega(d^2/log(d+1)) queries.","Protasov's 1996 exact-value upper bound created the public near-quadratic frontier, and later work explicitly recorded that a comparable value-only lower bound was unknown.","The theorem improves the applicable lower bound from linear to near-quadratic and closes the polynomial gap, but logarithmic factors remain between the lower and upper bounds, so it is not a sharp settlement.",The lower bound is a worst-case guarantee uniform over an unbounded family of dimensions and all deterministic exact-value algorithms in the stated convex-function class.,"The literature documents the 1996 upper bound and one later statement of the missing lower bound, but not two independent pre-solution attempts at this exact value-oracle lower-bound target or a qualifying controlled comparison.","The quantitative gap dates from Protasov's 1996 upper bound and was narrowed in 2026, an elapsed 30 years or 3.0 decades; an improvement rather than a sharp settlement cannot receive the override.",high
61,2026-07,2026-07-14,1,2,1,0,4,Difficult,1969,2026,5.7,1,"erdos problem 793. the claimed asymptotic determines the second-order constant for strongly 2-primitive subsets of the first n integers. claimed proof +. the paper records AI assistance in exploring the argument, and public attribution credits gpt-5.6 sol with a central construction; a public formal package is reported, but the official problem record still listed the target as open and the package had reproducibility caveats at the cut-off.","For strongly 2-primitive subsets of {1,...,n}, F(n)=pi(n)+(27/2+o(1))n^(2/3)/(log n)^2.","Erdos posed the existence and value of the second-order constant in 1969, with the exact question now catalogued as Erdos Problem 793.",The claimed asymptotic identifies the constant as 27/2 and therefore completely answers the stated second-term question.,"The result is an asymptotic theorem for the unbounded parameter n, not a fixed finite computation.","Erdos's original two-sided order bounds and the broader strongly primitive-set literature show substantial background, but the audited sources do not establish two independent pre-solution attacks on the exact second-order constant or a qualifying controlled solve-rate experiment.","The 1969 target was claimed solved in 2026, an elapsed 57 years or 5.7 decades, but provisional status prevents the Superhuman override.",medium
41,2026-07,2026-07-15,0,1,0,0,1,Expected,,2026,"",0,ap\'ery's constant and chemical reaction networks. is crn-computable via a machine-checked construction from its holonomic generating function. proved +. no admitted gaps; very recent july preprint. \\,Apery's constant zeta(3) is CRN-computable via the paper's unconditional Fermi-Dirac integral construction.,The paper presents zeta(3) as a newly selected interesting target; no source predating this work is identified as posing the exact CRN-computability question.,"This is a genuine new theorem, but without a documented prior target it receives the material-new-result score rather than the complete-target score.","The theorem constructs a computation for one fixed constant, not a uniform theorem for an unbounded class; the holonomic-series route is explicitly not the unconditional exact construction.",No two prior attacks on the exact zeta(3) CRN-computability target and no controlled low-success experiment are documented.,"No defensible pre-solution framing date for this exact target was found, so historical age and the override are not assigned.",high
62,2026-07,2026-07-15,1,2,1,0,4,Difficult,2024,2026,0.2,0,"online beck-fiala down to logarithmic sparsity. an efficient online algorithm attains optimal-order prefix discrepancy in the stated regime and resolves the online prefix spencer conjecture. proved. chatgpt generated the proof with author guidance, checking and rewriting.",The Online Prefix Spencer Conjecture holds: an efficient online algorithm achieves the required prefix-discrepancy bound in the Spencer setting.,"Kulkarni, Reis and Rothvoss stated the exact Online Prefix Spencer Conjecture in 2024.",The corollary establishes the conjectured all-instance result; the stronger Beck-Fiala theorem extends the valid regime to logarithmic sparsity.,The guarantee is uniform over all matrices and online sequences satisfying the stated sparsity parameters.,The exact Spencer target has one documented conjecturing source; the broader related literature does not establish a second independent attack on that exact formulation.,"The 2024 conjecture was resolved in 2026, an elapsed two years or 0.2 decades.",high
63,2026-07,2026-07-16,1,1,1,1,4,Difficult,2022,2026,0.4,0,shifted s-templates and schur numbers. a new recurrence improves the classical construction and raises listed lower bounds for s(8) and s(13). improved construction. shifted templates were discovered with chatgpt and then refined and verified.,The recurrence S(k+2) at least 10 S(k)+2 improves the previous same-step recurrence and yields stronger Schur-number lower bounds.,"The published Schur-number lower-bound tables and construction recurrences provide an explicit quantitative frontier, conservatively dated to the immediately superseded 2022 records.","The construction materially improves the recurrence and several lower bounds, but it neither proves optimality nor determines the corresponding Schur numbers.",The recurrence applies uniformly for all k and therefore propagates over an unbounded family.,"Independent template, SAT and combinatorial-construction programs have repeatedly attacked the same Schur-number lower-bound frontier.","Using the conservative immediate-frontier date of 2022, the 2026 improvement follows after four years or 0.4 decades; no override applies to a non-sharp improvement.",high
64,2026-07,2026-07-16,1,2,0,1,4,Superhuman,1980,2026,4.6,0,"full replica symmetry breaking for the zero-temperature sherrington-kirkpatrick model. the parisi minimizer is absolutely continuous with smooth density and full support on [0,1). proved. first posted on aixiv; the arxiv successor was generated by chatgpt 5.6, human-verified, with conditional lean checks of main theorems.","The zero-temperature Sherrington-Kirkpatrick model exhibits full replica symmetry breaking, with a smooth absolutely continuous Parisi minimizer supported on the full interval [0,1).","Parisi's circa-1980 solution predicted full replica symmetry breaking for the SK model, providing the longstanding precise physical target.","The paper rigorously establishes the full zero-temperature structure, going beyond the earlier infinite-support partial result.","The theorem concerns the one fixed zero-field Sherrington-Kirkpatrick model, so it does not receive the separate general-class point.","Independent zero-temperature numerical and analytical work by Oppermann and Sherrington and the rigorous infinite-step result of Auffinger, Chen and Zeng directly attacked the full-RSB target.","The circa-1980 prediction was proved in 2026, an elapsed 46 years or 4.6 decades, so the complete nonprovisional result receives the duration override.",medium-high
65,2026-07,2026-07-17,0,1,1,0,2,Expected,,2026,"",0,"dimension-invariant uniform consistency for spatial distribution and depth estimators. a whole-space l1 rate depends only on sample size, not ambient dimension. proved. the result originated in a chatgpt 5.4 conversation.",The empirical spatial distribution function and its plug-in spatial-depth estimator are uniformly L1-consistent on R^d at a dimension-independent rate.,"Earlier work treated compact subsets under additional assumptions, but no source was found that posed this exact whole-space dimension-free rate as a public target.","The result is a material new statistical theorem, without a qualifying prior conjecture or sharp benchmark.",The bound is uniform over the whole space and every ambient dimension rather than a fixed data set or dimension.,The source does not document two independent attempts on the exact dimension-free whole-space theorem or a controlled low solve rate.,"No exact public pre-solution framing date was found, so historical age is not assigned.",high
44,2026-07,2026-07-20,1,2,0,1,4,Superhuman,1939,2026,8.7,0,"Jacobian Conjecture. An explicit polynomial map from C^3 to C^3 has constant nonzero Jacobian determinant but is not injective, disproving the unrestricted conjecture in dimension three and hence every higher dimension. Independent exact symbolic checks and subsequent mathematical analyses verify the announced map.",An explicit three-dimensional polynomial map with constant nonzero Jacobian determinant and multiple preimages disproves the unrestricted Jacobian Conjecture in every dimension at least three.,"Keller framed the Jacobian Conjecture in 1939, and the announced map directly targets its dimension-three case.","If validated, one explicit noninjective constant-Jacobian map completely disproves the universal conjecture in dimensions three and above.","The claim is witnessed by one explicit polynomial map, so it does not receive the separate general-scope point even though standard extension propagates the consequence to higher dimensions.","The Jacobian Conjecture has multiple independent reduction, special-case, and attempted-solution literatures spanning decades, well beyond the two-attempt threshold.","The 2026 counterexample comes 87 years, or 8.7 decades, after Keller's 1939 framing. Multiple independent exact checks remove the baseline's provisional hold.",medium
66,2026-07,2026-07-20,1,1,1,0,3,Difficult,2024,2026,0.2,0,stochastic multi-gradient descent convergence. the squared pareto-stationarity rate improves from approximately t to the minus one quarter to approximately t to the minus one under the same setting. improved bound. chatgpt supplied the initial proof strategy; the author verified and reorganized it.,"Under the same smooth nonconvex stochastic multi-objective assumptions, SMG attains a squared Pareto-stationarity rate of approximately O(T^-1), improving the prior O(T^-1/4) guarantee.",Chen and collaborators' 2024 theorem gives an explicit best-known O(T^-1/4) quantitative frontier in the same setting.,The new analysis substantially improves the rate but does not prove it optimal or match a lower bound.,The guarantee applies uniformly to the general class of smooth nonconvex stochastic multi-objective problems satisfying the assumptions.,"One exact prior analysis is documented, but not two independent attacks on the same rate target.","The 2024 quantitative frontier was improved in 2026, an elapsed two years or 0.2 decades.",high
67,2026-07,2026-07-21,1,2,0,0,3,Superhuman,2014,2026,1.2,0,strong log-concavity of chernoff's density. a fully analytic proof establishes the 2014 balabdaoui-wellner conjecture. proved. gpt-5.6 sol generated the entire proof through several attempts.,Chernoff's density is strongly log-concave.,Balabdaoui and Wellner stated the exact strong-log-concavity conjecture in 2014.,"The proof establishes the conjecture completely, including a uniform positive curvature bound.",The theorem concerns one fixed named probability density rather than a general class of densities.,"The original paper supplied numerical evidence, but two independent prior attacks on the exact conjecture are not documented.","The 2014 conjecture was proved in 2026 after 12 years or 1.2 decades, triggering the duration override.",high
68,2026-07,2026-07-21,1,2,1,0,4,Superhuman,2006,2026,2.0,0,"mod 4 kawauchi conjecture. the conway polynomial of every amphicheiral knot has the required factorization modulo four, with a stronger integral statement. proved. developed in an extended claude conversation and fully verified by conant.","For every amphicheiral knot K, its Conway polynomial is congruent modulo 4 to f(z)f(-z) for an integer polynomial f.",Conant formulated the equivalent exact mod-4 conjecture in 2006.,The paper closes the remaining general case and proves an integral statement stronger than the required congruence.,The theorem applies uniformly to every amphicheiral knot.,"A published special-case verification and reduction form one sustained line, but the record does not establish two independent attacks on the exact mod-4 conjecture.","The 2006 conjecture was proved in 2026 after 20 years or 2.0 decades, so the duration override applies.",high
69,2026-07,2026-07-21,1,2,1,1,5,Superhuman,2016,2026,1.0,0,"spectral edge of the quartic syk model. the largest eigenvalue divided by square root n converges almost surely to an explicit schwinger-dyson constant. proved. gpt-5.6 assisted literature search, technical arguments and manuscript preparation; the author is responsible.",The leading asymptotic location of the largest eigenvalue of the quartic SYK model equals the explicit zero-temperature Schwinger-Dyson constant.,"Maldacena and Stanford's 2016 formal low-energy analysis made the quartic spectral-edge target precise, followed by rigorous spectral bounds.",The theorem determines the exact almost-sure limiting constant for the quartic model rather than providing another bound or formal prediction.,The result governs the unbounded random-matrix family as every even system size tends to infinity.,"The 2016 formal path-integral treatment and Feng, Tian and Wei's 2019 rigorous bound are independent partial attacks on the same spectral-edge target.","The 2016 precise target was solved in 2026 after 10 years or 1.0 decade, meeting the duration-override threshold.",medium-high
70,2026-07,2026-07-21,1,2,0,1,4,Superhuman,1998,2026,2.8,0,batyrev's non-negativity conjecture for stringy hodge numbers. an explicit counterexample disproves the universal claim. counterexample. the construction was discovered with chatgpt assistance.,Batyrev's conjecture that all stringy Hodge numbers are nonnegative under the stated Gorenstein-canonical and polynomiality hypotheses is false.,Batyrev stated the exact non-negativity conjecture as Conjecture 3.10 in 1998.,One valid negative stringy Hodge number is a complete counterexample to the universal conjecture.,The disproof is witnessed by one explicit algebraic variety rather than a uniform theorem over a general class.,"Independent programs proved the exact positivity claim for crepant-resolution, quotient-singularity and nondegenerate-hypersurface classes, exceeding the two-attempt threshold.","The 1998 conjecture was disproved in 2026 after 28 years or 2.8 decades, so the duration override applies.",high
71,2026-07,2026-07-21,1,1,0,0,2,Expected,2019,2026,0.7,0,explicit complex lie algebra isomorphic to its conjugate but not definable over the reals. a ten-dimensional two-step nilpotent witness makes demarche's nonconstructive disproof of dere's conjecture explicit. constructed with author computations and key ideas from claude fable.,There is an explicit 10-dimensional complex two-step nilpotent Lie algebra isomorphic to its complex conjugate that has no real form.,"Dere's 2019 conjecture is the precise public target, although Demarche had already disproved it nonconstructively in 2026 before this explicit construction.","The paper supplies a minimal-dimension explicit witness, a material improvement over nonconstructive existence, but does not newly settle the already-refuted conjecture.",The result is one explicit ten-dimensional Lie algebra rather than a uniform family or classification.,Demarche's theorem is one prior attack; two independent attempts at constructing an explicit witness are not documented.,The 2019 conjecture was followed by the explicit 2026 witness after seven years or 0.7 decades; the advance is not a complete new settlement.,medium-high
72,2026-07,2026-07-22,1,2,1,1,5,Superhuman,2016,2026,1.0,0,"cerny conjecture for one-cluster automata. codex gpt-5.6 produced the proof strategy, which the author verified; the result also proves the positive-level relative-extending-word conjecture and gives a sharp parameter-dependent reset bound.","Every synchronizing one-cluster automaton on n states has a reset word of length at most (n-1)^2, with the sharper bound (m-1)(n-1)+m ell under the paper's parameters.","Kisielewicz, Kowalski, and Szykula stated the exact positive-level relative-extending-word target for one-cluster automata in 2016, within the established Cerny frontier.",The paper proves the target for the full one-cluster class and supplies sharp examples for its parameter-dependent bound.,The theorem is uniform over synchronizing one-cluster automata of arbitrary size rather than a finite list of machines.,"The one-cluster Cerny line contains multiple independent extension, algebraic, and reset-threshold approaches predating this proof.","The precise 2016 formulation was settled in 2026, an elapsed ten years or 1.0 decade.",high
73,2026-07,2026-07-22,1,2,1,1,5,Difficult,2023,2026,0.3,0,minimal distance problem. a trace-zero-lattice construction proves the sharp exponent for separated point-line pairs and also yields a finite-field consequence. proved +. the author supplied the initial number-field direction and reports that gpt-5.6 pro produced the decisive trace-zero-lattice idea; the complete argument appears in an expert-authored preprint.,The planar point-line minimal-distance quantity satisfies Delta_PL(n)=n^(-2/3+o(1)).,"Cohen, Pohoata, and Zakharov introduced the precise minimal-distance problem in 2023 and established the matching upper-bound side before this construction.","The new lower construction matches the known upper exponent and therefore determines the sharp exponent, rather than only improving one side of the gap.",The construction works for arbitrarily large families and determines the asymptotic exponent over an unbounded sequence of n.,"Independent pre-solution constructions by Logunov and Zakharov and by Hunter, Pohoata, Verstraete, and Zhang made successive polynomial advances on the same minimal-distance target, in addition to the originating upper-bound work.","The problem was introduced in 2023 and solved in 2026, an elapsed three years or 0.3 decades, below the one-decade override threshold.",high
74,2026-07,2026-07-22,1,2,0,1,4,Difficult,1999,2026,2.7,1,"dinitz--garg--goemans cost conjecture. a public gpt-5.6 pro conversation gives a seven-vertex, three-demand exact counterexample with fractional cost 58 and minimum load-feasible unsplittable cost 60. claimed counterexample +. all eight routings form a finite integer-checkable certificate, but no paper, versioned author repository, or independent specialist assessment was available at the cut-off.","A seven-vertex, three-demand single-source instance has fractional cost 58, while every unsplittable routing respecting the maximum-demand load violation costs at least 60, refuting Goemans' cost conjecture.",Goemans' cost-preserving strengthening of the Dinitz--Garg--Goemans unsplittable-flow theorem was explicitly documented by 1999 and repeatedly restated as an open conjecture.,One valid exact counterexample logically disproves the universal cost conjecture in full; the public certificate enumerates every unsplittable routing of the instance.,"The disproof is witnessed by one fixed seven-vertex instance with three demands, so it does not receive the general-class scope point.","Martens, Salazar, and Skutella's 2007 convex-combination relaxation and later independent cost-flow work, including the 2026 Swamy--Traub--Vargas Koch--Zenklusen result, directly pursued the same cost conjecture.","Using the 1999 published framing, the 2026 counterexample claim follows after 27 years or 2.7 decades, but provisional status prevents the Superhuman override.",medium
75,2026-07,2026-07-23,1,2,1,1,5,Superhuman,2000,2026,2.6,0,"two-copy distillability of werner states. proof-development ideas arose in gpt-5.5 and gpt-5.6 interactions, then were reformulated and independently verified by the authors; this was the first public complete solution package.","For every local dimension d at least two, a Werner state is two-copy distillable if and only if its parameter alpha is less than -1/2.",The two-copy Werner threshold was posed in the 2000 NPT-distillation literature and later isolated as Problem 5 in a 2022 open-problem list.,The theorem gives the complete threshold in every local dimension rather than another numerical range or special dimension.,The classification is uniform over all local dimensions and every parameter in the Werner family.,"More than two decades of independent numerical, semidefinite, operator-space, and partial-trace approaches preceded the solution.","Using the precise two-copy formulation from 2000, the 2026 solution follows after 26 years or 2.6 decades.",high
76,2026-07,2026-07-23,1,2,0,1,4,Superhuman,1995,2026,3.1,0,chromatic symmetric functions of claw-free graphs. chatgpt-5.6 found line-graph counterexamples to stanley's schur-positivity conjecture and a separate counterexample to monical's saturated-newton-polytope conjecture.,"A line graph, and hence a claw-free graph, can have a chromatic symmetric function with a negative Schur coefficient, disproving Stanley's universal conjecture.",Stanley published the exact claw-free Schur-positivity conjecture in 1995; the package also addresses Monical's 2018 SNP conjecture.,"The explicit line-graph examples completely disprove the universal Schur-positivity claim, with a second complete counterexample in the same package.",The decisive evidence consists of explicit finite counterexamples rather than a uniform theorem over an unbounded class.,The chromatic-symmetric-function conjecture generated multiple independent special-class proofs and computational searches over three decades.,"The oldest precise anchor dates to 1995 and was settled in 2026, an elapsed 31 years or 3.1 decades.",high
77,2026-07,2026-07-23,1,1,0,1,3,Difficult,,2026,"",0,"shannon-capacity records for odd cycles. iterative gpt-5.6 search found explicit independent sets improving the best lower bounds for c7, c11, c13, and c15; the authors verified every construction.","Independent sets of sizes 134753 in C7^10, 21909 in C11^6, 62530 in C13^6, and 8076974 in C15^8 improve four published Shannon-capacity lower bounds.",Published record constructions define the exact finite lower-bound targets addressed by the new independent sets.,The constructions improve the records but do not determine any Shannon capacity or prove the displayed sets optimal.,"The anchor is a finite collection of four fixed graphs and product powers, not a uniform unbounded family theorem.","Published expert and optimization constructions, plus repeated simulated-annealing and AI-program searches, are methodologically independent prior attacks on these records.",Not eligible for the duration override because the advance is a record improvement rather than a complete settlement.,high
78,2026-07,2026-07-23,1,2,1,1,5,Difficult,2022,2026,0.4,0,efficient unclonable encryption from pauli eigenstates. gpt-5.6 found the proof and drafted a preliminary paper; the author assumes responsibility for the final result.,"A plain-model efficient one-time unclonable encryption scheme achieves exponentially small security loss matching the n-qubit lower bound up to constants, and yields the stated many-time construction under pseudorandom-function-like states.","Prior unclonable-encryption work publicly exposed the exact efficiency and inverse-polynomial-security limitations removed here, and a lower bound fixed the quantitative target.",The construction simultaneously removes the two central caveats and matches the best possible exponential security scaling for n-qubit ciphertexts.,The theorem applies uniformly across security parameters and extends to arbitrary polynomial-length messages under its stated cryptographic assumption.,Multiple independent earlier constructions addressed the same plain-model security frontier but retained either efficiency or security-loss limitations.,"The precise modern target is conservatively dated to 2022 and was settled in 2026, an elapsed 0.4 decades.",high
79,2026-07,2026-07-24,1,1,1,1,4,Difficult,2026,2026,0.0,0,optimal-sparsity s-decoding polynomials and fewer-server pir. gpt-5.5 developed the main construction and proof; the authors manually verified all proofs.,"Under the paper's stated number-theoretic hypothesis, every constant k admits an S-star decoding polynomial with the minimum possible k+1 nonzero coefficients; the construction is unconditional through k=14.",Ghasemi-Kopparty and Beimel-Lasri explicitly posed closing the k+1-versus-exponential sparsity gap in 2026.,The construction conditionally matches the prior lower bound for every constant k and is unconditional through k=14; the remaining all-k hypothesis prevents a complete-settlement score.,The conditional theorem is uniform for every constant k and its finite verification covers all server counts through 15.,"Efremenko and later independent sparse-polynomial constructions, followed by the GKS and GK refinements, form multiple prior attacks on this exact sparsity frontier.","The precise open formulations and the solution are both from 2026, so the recorded age is 0.0 decades.",high
80,2026-07,2026-07-24,1,2,0,1,4,Superhuman,2003,2026,2.3,0,five-variable hessian-conjecture counterexample. chatgpt assisted the schur-descent search and chatgpt plus claude aided exact checks; the authors hand-verified every claim and supplied fail-closed arithmetic scripts.,"An explicit five-variable polynomial has constant nonzero Hessian determinant but noninjective gradient, disproving HC5 and consequently HCn for every n at least five.","Meng introduced the Hessian conjecture publicly in 2003, including the dimension-indexed target addressed here.",The explicit polynomial is a complete counterexample to HC5 and standard stabilization settles all higher dimensions negatively.,The disproof rests on one fixed polynomial witness; propagation to higher dimensions does not add a separate general-scope point.,"The conjecture has multiple independent reductions, low-dimensional results, and attempted-solution programs predating this counterexample.","The 2003 framing was settled in 2026, an elapsed 23 years or 2.3 decades.",high
81,2026-07,2026-07-24,1,2,1,1,5,Superhuman,1970,2026,5.6,0,rota's matroid flat-count unimodality conjecture. chatgpt suggested the q-lift route; the authors generalized it into an unbounded counterexample construction and wrote the proof.,"There are unbounded families of matroids whose numbers of flats by rank are not unimodal, disproving Rota's conjecture.",Rota posed the exact universal flat-count unimodality conjecture in 1970.,The construction completely refutes the conjecture rather than merely disproving the stronger log-concavity assertion.,The paper gives an unbounded construction mechanism rather than a lone exceptional matroid.,"Decades of independent special-class proofs, partial inequalities, and the recent attack on Mason's stronger conjecture exceed the two-attempt threshold.",Framed in 1970 and disproved in 2026: 56 years equals 5.6 decades.,high
82,2026-07,2026-07-25,1,2,1,1,5,Superhuman,2000,2026,2.6,0,"concurrent independent two-copy werner solution with finite-copy extensions. gpt-5.6 generated the initial proofs; the authors reconstructed, verified, and rewrote them.","The exact two-copy Werner threshold is alpha=-1/2 in every dimension; the package also gives exact higher-copy reformulations, tensor-factorized endpoint results, and improved finite-k undistillability intervals.",The two-copy Werner threshold was posed in 2000 and later isolated as a named open problem.,The package independently proves the complete two-copy classification and adds new finite-copy theorems beyond the concurrent solutions.,"The results are uniform over all local dimensions, Werner parameters, and the stated finite-copy regimes.",More than two decades of independent numerical and analytic approaches preceded the three concurrent 2026 solutions.,"Using the 2000 two-copy formulation, the 2026 result follows after 26 years or 2.6 decades.",high
83,2026-07,2026-07-25,1,2,1,1,5,Difficult,2025,2026,0.1,0,"sharp thin-shell variance inequality. gpt-5.6 supplied the initial proof; both authors verified, revised, and rewrote it.","Every isotropic log-concave random vector X in R^n satisfies Var(|X|^2) at most 8n, and the constant 8 is optimal.",The earlier variance-conjecture line and the 2025 dimension-free theorem document the quantitative universal-constant frontier.,"The result determines the exact optimum and supplies equality examples, rather than another non-sharp universal bound.",The theorem applies to every dimension and every isotropic log-concave probability law.,The paper documents a long sequence of independent bounds and distinct stochastic-localization and moment-measure approaches to this inequality frontier.,"The precise sharp-constant target is conservatively dated to the 2025 dimension-free theorem, giving 0.1 decades rather than backdating to the older existence conjecture.",high
84,2026-07,2026-07-26,1,2,1,0,4,Difficult,2017,2026,0.9,0,powers of the vandermonde determinant are eventually non-snp. codex gpt-5.6 supplied the key construction and proof strategy; authors checked the argument and released a lean formalization.,"For every fixed positive power of the Vandermonde determinant, sufficiently many variables produce a lattice monomial in its Newton polytope with zero coefficient.","Monical, Tokcan, and Yong published the exact eventual non-SNP conjecture in 2017.",The explicit missing-monomial construction proves every power case and completely settles the conjecture.,The statement is uniform over every fixed positive power and all sufficiently large numbers of variables.,"The quadratic and odd cases were understood, but the source does not document two independent attacks on the exact remaining even-power target.","Framed in 2017 and solved in 2026: nine years equals 0.9 decades, below the historical override threshold.",high
85,2026-07,2026-07-26,1,1,1,1,4,Difficult,,2026,"",0,centered elementary-symmetric-polynomial bounds. gpt-5.5 developed the main proof ideas; the authors refined the arguments and applications and wrote the paper.,Uniform bounds for centered complex vectors and zero-row-and-column-sum matrices improve prior ESP bounds and sharpen chi-square finite-de-Finetti and permutation-mixture guarantees.,Several published vector and matrix ESP estimates document the exact quantitative frontier improved by the paper.,"The results materially improve and unify known bounds, but constants remain unoptimized and no complete optimum is established.",The bounds are uniform in n and k over the stated vector and matrix classes.,At least two independent prior methods and results attacked the same centered-ESP frontier.,Not eligible for the duration override because the contribution is a quantitative improvement rather than a complete settlement.,medium-high
86,2026-07,2026-07-27,1,2,1,1,5,Superhuman,2004,2026,2.2,0,"feige small-deviation conjecture at unit and larger slack. chatgpt-5.6 found the proof; the authors checked, revised, and rewrote it, with an end-to-end lean formalization.","For independent nonnegative Xi with expectation at most one, the sharp small-deviation bound holds for every delta at least one and in particular P(S<ES+1) is at least e^-1.",Feige posed the exact unit-slack lower bound in 2004.,"The paper completely proves the commonly stated unit-slack conjecture and the sharp delta-at-least-one range, while not claiming the unresolved smaller-delta formula.",The theorem is uniform over all n and all independent nonnegative distributions satisfying the moment condition.,Several independent quantitative improvements and special-class proofs preceded this complete endpoint result.,Framed in 2004 and solved in 2026: 22 years equals 2.2 decades.,high
87,2026-07,2026-07-27,1,2,1,1,5,Superhuman,2016,2026,1.0,0,"matroid kazhdan-lusztig polynomials need not be unimodal. rethelas gpt-5.6 found the initial counterexample, its verifier accepted a repaired proof, and the authors generalized it.","Over every finite field there are representable matroids with nonunimodal Kazhdan-Lusztig coefficients, disproving universal log-concavity and real-rootedness.","Elias, Proudfoot, and Wakefield conjectured log-concavity in 2016, followed by the 2017 real-rootedness conjecture.","The uniform counterexample family completely disproves both conjectures, including the weaker unimodality property.",The construction works over every finite field and in arbitrarily large ranks.,"Many independent family computations and proofs preceded the result, and the recorded target-specific model comparison also showed a low solve rate.","Using the 2016 log-concavity formulation, the 2026 disproof follows after exactly 1.0 decade.",high
88,2026-07,2026-07-27,1,2,1,1,5,Superhuman,2000,2026,2.6,0,"independent two-copy werner solution and rank-constrained partial-trace inequality. chatgpt-5.6 found the proof, claude refined it, and the authors carefully checked it.","For every d at least two, two-copy Werner distillability coincides with one-copy distillability; more strongly, the paper's rank-r partial-trace inequality holds in arbitrary local dimensions.",The exact two-copy Werner threshold was posed in 2000 and later highlighted as a named open problem.,The independent package proves the complete all-dimensional threshold and a stronger general matrix inequality.,"The theorem is uniform across all local dimensions, Werner parameters, and ranks in the matrix inequality.","More than two decades of independent numerical, semidefinite, and analytic approaches preceded the concurrent solutions.","The 2000 target was settled in 2026, an elapsed 26 years or 2.6 decades.",high
89,2026-07,2026-07-27,1,2,1,1,5,Superhuman,2006,2026,2.0,0,"independent proof of feige's conjecture. gpt-5.6 assisted the short argument, which builds on the new resolution of gaffke's conjecture.","For n independent nonnegative random variables of expectation one, the probability that their sum is below n+1 is at least (n/(n+1))^n and hence at least e^-1.",The exact finite-n strengthening of Feige's small-deviation conjecture was publicly formulated by 2006.,The proof establishes the full stated finite-n inequality rather than another weaker universal constant.,The theorem holds uniformly for every n and every admissible collection of independent variables.,Multiple independent lower-bound improvements and restricted-case proofs preceded the 2026 solution.,"Using the precise 2006 formulation, the result follows after 20 years or 2.0 decades.",high
90,2026-07,2026-07-27,1,2,1,1,5,Difficult,2020,2026,0.6,0,sharp quantum conditional-entropy continuity modulus. chatgpt-5.6 developed the key proof idea; the authors present the final theorem and sharpness construction.,"The unrestricted dimension-only modulus is h2(delta)+delta log(d^2-1) up to delta=1-d^-2 and 2 log d thereafter, tight for every delta when dim B is at least d.",Wilde stated the exact modulus as a conjecture in 2020.,The theorem proves the unrestricted sharp result for the complete delta range.,"It holds uniformly over finite dimensions, conditioning systems, and all admissible pairs of quantum states.",Two independent 2025 papers proved the same-marginal subcase after earlier classical and classical-quantum approaches.,Framed in 2020 and solved in 2026: six years equals 0.6 decades.,high
91,2026-07,2026-07-28,1,2,1,0,4,Difficult,2022,2026,0.4,0,local analytic bertini theorem. rethelas gpt-5.6 first carried out the proof details; the author simplified and largely rewrote them.,"For every local product and plurisubharmonic weight, the exceptional parameter set for restriction of multiplier ideals can be chosen pluripolar.",Boucksom's exact local conjecture was documented in the author's 2022 projective-case paper.,The local theorem proves the conjecture in full generality rather than another projective or almost-everywhere case.,The result is uniform in all dimensions and weights and extends to general holomorphic fibrations.,A projective proof and nearby restriction results do not establish two independent attempts on the exact local pluripolar target.,Framed in 2022 and solved in 2026: four years equals 0.4 decades.,high
92,2026-07,2026-07-28,1,2,1,1,5,Superhuman,2001,2026,2.5,0,"kemeny rank aggregation with three voters. gpt-5.6 found the reduction, claude and gpt aided simplification, and the author checked, explained, and formalized it in lean.",Computing a Kemeny-optimal ranking is NP-complete already for exactly three voters.,Dwork and coauthors explicitly left the three-voter complexity question open in 2001.,The new MAX-CUT reduction proves the exact three-voter hardness result completely.,"The reduction applies to arbitrary finite instances, not one fixed election.",Independent work on fixed even and odd voter counts and repeated attempts to reduce the constant attacked the same frontier over 25 years.,Framed in 2001 and solved in 2026: 25 years equals 2.5 decades.,high
